,用户名,用户id,帖子
0,眞事隱,6478912919?,"
                    偶尔会怀念iPhone X时代的官方皮套，手感和质感都是用过的手机皮套里最好的，后来的皮套就不是这个味儿了 ​                "
0,kuku不ku,5532345639?,"
                    #iPhone14Pro收货需要等待更长时间#听我说谢谢你 ​                "
0,渔村芯秀,1773353195?,"
                    #iPhone14Pro收货需要等待更长时间#短期内，没有办法改变，FSK上工率不足，转移到深圳或三哥，也没有那么快，除了硬件产线，更重要的是年底招人也难上月才把立讯14，14plus砍了单，这边有点心有余而力不足！苹果就是苹果，最核心的还是强大的供应链系统，多事之秋，依然能稳定局面！点个赞 ​                "
0,Nikiniki尼,2614083191?,"
                    #iPhone14Pro收货需要等待更长时间#已美美体验几日 灵动岛还没我自己灵动 ​                "
0,小居虾仁,6484266405?,"
                    &#xe627;韩娱跳蚤市场 iPhone7p 32G换卡吒芙毛相关 ​                "
0,有晴空也有冷雨,5643365820?,"
                    #iPhone14Pro收货需要等待更长时间#已经等半个月了没事我还能等 ​                "
0,电商报,1956700750?,"
                    #苹果HeySiri将改为Siri#  网友：重大升级？iPhone 15的卖点有了苹果公司表示，预计iPhone 14 Pro和iPhone 14 Pro Max手机的出货量将低于预期。预订Pro系列手机将等待三周以上。#iPhone14Pro收货需要等待更长时间##iPhone14Pro出货量将低于预期# ​                "
0,饼住呼吸i,7309355680?,"
                    每日壁纸分享～&#xe627;iPhone壁纸 ​                "
0,小娴喵Sherry,1343578893?,"
                    #每日一条英文商业新闻# （2022.11.7）#Sherry国际商学院##商业新闻# Taiwan's Foxconn, Apple Inc's biggest iPhone maker, said on Monday it was working to resume full production at a major plant in China's Zhengzhou as soon as possible that has been hit by COVID-19 curbs, and rev ​  展开全文c                "
0,负三代,2743487997?,"
                    还是别改了，即使现在是「嘿，Siri」唤醒，我的iPhone和手表还是会突然莫名其妙的被唤醒……#苹果HeySiri将改为Siri# ​                "
0,啊卷哒哒,2515943700?,"
                    #apple watch# S7不锈钢银色质感真的没得说，虽然这代芯片没有升级，但是流畅度要比iPhone x好了。升级了watchos9.2beta（没有区别，有时会异常耗电建议别升级）。手表回微信真的很快乐，华为两年憋不出来的功能，我记得2017年的时候watch s3就有了。当然这也不能怪华为，毕竟腾讯公司外资占 ​  展开全文c                "
0,北月卿锦筠,7385483787?,"
                    #iPhone14Pro收货需要等待更长时间#嘿我已经拿到了 ​                "
0,会打仗的牛,3214559770?,"
                    #iPhone14中美之外全球涨价#加拿大没涨价，依然是1099加币起价。 ​                "
0,悟空科技馆,6312783435?,"
                    苹果iOS16又有bug？部分用户反映升级后Face ID出现问题，无法使用。在相关帖子中，称是在更新iOS16后出现错误信息：“Face ID 不可用，请稍后尝试设置 Face ID”，据悉他是iPhone X用户，同时也有iPhone 13 ProMax用户遇到过同样问题。但他们到苹果零售店技术人员称是硬件错误。其实10月初有报道过iO ​  展开全文c                "
0,oiaioiaioiai_aio,6030293810?,"
                    #iPhone14Pro收货需要等待更长时间#上个月21号买的，本来预估发货时间这个月8-15号，结果今天改个地址变为15-22号了乌鱼子，这玩意儿到底啥时候能发货 ​                "
0,肥肉咋麼還不掉,5621464202?,"
                    &#xe627;iPhone壁纸 今日.立冬图片来自网络.图侵联删 ​                "
0,秀数码,2688556445?,"
                    #苹果发表郑州富士康工厂声明#郑州富士康的事大家应该都知道，受疫情影响，iPhone的产能降了不少。苹果发布公告会与供应商密切合作恢复正常生产水平，同时确保每位工人的健康和安全。我个人认为，产能降低一些没关系，又到了疫情反复的时候，一定要确保工人的健康安全。 ​                "
0,王小洋Tech,1808326911?,"
                    #iPhone14Pro收货需要等待更长时间#已经退了！本来说5日收到，现在都推到25日了。 ​                "
0,枫壁纸,7466779708?,"
                    漂亮的ios16壁纸&#xe627;iPhone手机壁纸集 无压缩高清原图，评论区网盘下载 ​                "
0,灿烂阳光的笑,6987329804?,"
                    #iPhone14Pro收货需要等待更长时间#手机没了可以用其它的，健康丢了是无法挽回的！ ​                "
0,颜科技,1682149937?,"
                    #苹果HeySiri将改为Siri#  对于我来说改不改都无所谓，  iPhone的语音助手这么多年了，除了找手机用过，其他场景基本没用过 ​                "
0,锤子智能玩,2669235607?,"
                    #苹果发表郑州富士康工厂声明#工人安全第一，iPhone14Pro和iPhone14ProMax产能紧张，再等等吧。 ​                "
0,EvanTsang,1759412701?,"
                    闪魔 iPhone钢化膜 2片装 6.9绿联钢化膜 2片 6.6虽然东戴河的一年四季也有山有水，春夏秋冬也有斑斓的色彩。虽然寒来暑往中，我已适应这里秋天凛冽的冷风，夏天似火的骄阳，冬天难消的冰雪，和春天温柔绵长的细雨。但我内心深处仍去往家的方向。此刻，在安静中聆听雨声，隔着窗子上的一层水汽望向远 ​  展开全文c                "
0,超级防抖,1188880773?,"
                    您应该购买 iPhone 14 Pro Max 还是等待 iPhone 15#新机来了##数码好物种草计划##拯救购机困难症##苹果##新iphone上手体验# L超级防抖的微博视频 ​                "
0,扬州交通广播,1819638285?,"
                    【#苹果或简化HeySiri语音触发#】#苹果HeySiri将改为Siri#据11月6日彭博报道，苹果可能将Siri的触发语从“HeySiri”改为“Siri”，用户仅需要喊“Siri”并下指令即可，预计这一变化可能在明年或后年实现。此外，苹果正在努力将Siri整合到第三方服务和应用程序中，为用户提供更多的语境和帮助。 ​  展开全文c                "
0,FiNE·壁纸,5635099280?,"
                    涂鸦&#xe627;iphone锁屏壁纸 ​                "
0,量化分析官,7070444422?,"
                    #苹果发表郑州富士康工厂声明#苹果公司(Apple Inc. ,AAPL)警告说，由于该公司在中国的一家主要供应商的疫情防控限制措施，其高端iPhone机型的发货将受到阻碍。在苹果公司准备迎接该公司最重要的假日购物季之时，这一问题将产生不利影响。苹果公司周日表示，郑州的装配厂目前正在运营，但产能下降。 ​  展开全文c                "
0,二八男人,6039764706?,"
                    #苹果发表郑州富士康工厂声明#苹果就富士康疫情发表声明：工人安全第一，iPhone14系列产能收到限制 ​                "
0,数码零距离,3781754470?,"
                    iPhone为啥不用曲面屏？不知大家有没有发现，好像苹果是唯一一家没有用曲面屏设计的厂商，而安卓这边清一色的曲面屏，至于苹果为啥仍在使用直屏设计，我觉得理由主要有这两个。1、直屏的成本相对较低2、直屏更加实用，符合苹果的调性 ​                "
0,艾同学阿,5259310525?,"
                    #苹果HeySiri将改为Siri# 叫了这么久的hey siri突然改了可能还有点不习惯而且更容易被其他语音误触发，说到siri可能就响了#iPhone14Pro收货需要等待更长时间# ​                "
0,贾敬华,1157539917?,"
                    #苹果发表郑州富士康工厂声明# 从iPhone14 Pro上市销售那天开始，产品基本是处于货源紧张的状态，但都可以买到。只是，部分电商平台包括官网显示货源紧张。这到底是刻意的，还是货源真的紧张呢？在富士康员工徒步回家的事情冲上热搜后多天，苹果才发表声明，会确保工人的身体健康和安全。我想问苹 ​  展开全文c                "
0,数码零距离,3781754470?,"
                    iPhone一直在走下坡路？刚看到安兔兔发布了10月份iOS设备好评榜单，iPhone 14系列没有一款机型上榜，而榜首是6年前发布的iPhone SE一代，以及还有iPhone 6S、iPhone 7等一代神机。话说，大家觉得iPhone 14系列为啥不能上榜呢？ ​                "
0,爱未星球,5388050071?,"
                    #iPhone14Pro收货需要等待更长时间#虽然…但是想买的应该都已经买到了吧 ​                "
0,北岸南烛,2818303635?,"
                    #iPhone14Pro收货需要等待更长时间#京东还可以直接买，不过看这架势没货了就又要等了 2北京 ​                "
0,宅家里的木同学,5206579517?,"
                    #苹果HeySiri将改为Siri#苹果语音助手唤醒词将从“Hey，Siri”改成“Siri”，这会不会是下一代iPhone的重大升级 ​                "
0,董事会杂志,1668695325?,"
                    【苹果：富士康郑州工厂产能大幅降低 iPhone14 Pro出货量将低于预期】今日，苹果对于富士康郑州园区疫情的影响进行了回应。苹果称，疫情暂时影响了郑州生产iPhone 14 Pro 和 iPhone 14 Pro Max的工厂，目前工厂的产能大幅降低。苹果指出，iPhone 14 Pro 和iPhone 14 Pro Max机型的强劲依然需求，“但是 ​  展开全文c                "
0,香4杏枝尖的香4杏,5550789144?,"
                    一个手不释卷的文科菇凉，自己动手给iPhone换电池，给台式机升级硬件，感觉就差一艘帆船了，给她一片海，她就能乘风破浪。 ​                "
0,鱼丸甜酱,7550046569?,"
                    #苹果HeySiri将改为Siri#又是史诗级更新，苹果将HeySiri改为Siri，看来明年的iPhone 15又有大更新了，这一点确实符合苹果的挤牙膏，缝缝补补又三年 ​                "
0,动点科技,1878726905?,"
                    【苹果：消费者需等待更长时间才能收到 iPhone 14 Pro 和 Pro Max】#苹果发表郑州富士康工厂声明# #动点快讯# 苹果表示，如果你计划订购 iPhone 14 Pro 或 14 Pro Max，预计 “等待时间会更长”。该公司在新闻稿中解释道，新冠疫情正在影响其在郑州的 iPhone 工厂，该工厂目前 “产能大幅减少”。 ​  展开全文c                "
0,Afgado,5533197999?,"
                    #iPhone14Pro收货需要等待更长时间#已经等的麻木了都没啥期待了 咱就是说年前能拿到就行 ​                "
0,大肥皂,2281454430?,"
                    #iPhone14Pro收货需要等待更长时间# 从苹果发表的对于富士康的声明来看，确确实实是影响到了产能。不过第三方应该还有货吧？ ​                "
0,王小洋Tech,1808326911?,"
                    知道什么是“苹果皮”的是不是都过30岁了？当年很火的iPod Touch 4 ，除了电话短信功能以外其实跟iPhone无异。我记得我买的时候好像才花了2000多块钱，在网上买个叫苹果皮的外壳套在iPod Touch 4 上就能实现正常的通话，一晃好像十年了，足以证明我十年老粉的身份！#iPhone14中美之外全球涨价#当初起 ​  展开全文c                "
0,科男burger,7698551362?,"
                    #苹果发表郑州富士康工厂声明#苹果发出iPhone延期声明，其中说工人安全是第一，受郑州疫情影响，郑州富士康产能问题。       郑州富士康问题前段时间大家多多少少都看了些短视频，每个人的看法不同。我相信苹果的观念，但是，富士康和苹果可不是一家公司，我对富士康的做法emmm，我也就不说了！      ​  展开全文c                "
0,科技小白兔,2522635627?,"
                    苹果考虑更换语音助手唤醒词，把“Hey Siri”改为“Siri”，你们在公共场合会使用语音助手吗？总觉得不好意思。#苹果考虑改变iPhone语音口令# ​                "
0,仙女味的燕儿,6029252592?,"
                    冬天下雪壁纸！氛围感拉满☃10.29雪天氛围感系列壁纸⛄❄️ #壁纸分享#  #下雪##iphone壁纸##热门# ​​​                "
0,搞搞搞起起起1,6399181894?,"
                    #爱秀藏世界杯送iphone#说清楚送14还是4 ​                "
0,黄总不是总,6362348798?,"
                    iPhone 12 Pro Max，长度约160.8毫米，宽度约78.1，厚度约7.4毫米，重量约226克，有点重了。iPhone 13 Pro Max，长度约160. 8毫米，宽度约7 8.1毫米，厚度约7. 65毫米，重量约238g。太重了。iPhone 14 Pro Max，长度约160.7毫米，宽度约77.6毫米，厚度约7.85毫米，重量约240g。太太重了。一代比 ​  展开全文c                "
0,扯淡视频,5542549219?,"
                    #苹果发表郑州富士康工厂声明#卧槽，我一直以为苹果是国外进口的，没想到是自产自销，为啥国产机不能和富士康合作呢？？这样不就拥有了和iPhone同样的质量了吗？ ​                "
0,禾斗王几,6164911537?,"
                    我们这边iPhone 14 已经降价到 5499了，iPhone 13 4899，嘿嘿嘿，iPhone 13真猛。 ​                "
0,Chelsea湫,7707686844?,"
                    &#xe627;恋与制作人 家人们我想问一下真的没有办法用iphone 玩之前的号了吗我之前的id 是oppo应用商城的肝了四年呜呜呜呜真的舍不得 ​                "
0,文笙Vincent,3272474385?,"
                    #刘红英##成人礼#真是辛苦刘红英书记，全郑州人民得给您道歉呢。可是您错过的只是孩子的成人礼，您的女儿还有十八岁成人礼仪式呢，而那些大学生的十八岁怎么度过的呢？ #iPhone14Pro收货需要等待更长时间#L文笙Vincent的微博视频 ​                "
0,真令我头小,5120513279?,"
                    来自男朋友送的iPhone 14用户 ​                "
0,路飞科技说,1162629521?,"
                    #苹果发表郑州富士康工厂声明#简单总结下声明的内容就是，目前iPhone14 Pro和iPhone14 Pro Max产能大幅降低，苹果将会联合供应商快速恢复生产，同时会确保工人的身体健康和安全。希望能说到做到吧，别再打脸。 #iPhone14Pro收货需要等待更长时间# ​                "
0,失格的数码酱,7717862399?,"
                    #iPhone14中美之外全球涨价#说明外国人真没用过好手机，你看iPhone在中国就不敢轻易涨价 ​                "
0,Ark咔嚓一下,1789651114?,"
                    #苹果发表郑州富士康工厂声明#工人安全第一，iPhone14系列的生产会受到一定影响，手机可以迟一点买，但健康才是最重要的。 ​                "
0,名称不带任何属性,5370712669?,"
                    #苹果HeySiri将改为Siri#先解决一下你先需要解锁你的iPhone的问题吧 ​                "
0,鲁中晨报,1625232640?,"
                    【#苹果最新声明# ：手机代工工厂产能大幅降低 将工人健康放在首位】苹果称，正在与供应商密切合作，以恢复正常的生产水平，同时确保每个工人的健康和安全。　　11月7日，苹果对iPhone 14 Pro和iPhone 14 Pro Max目前的供应情况做出最新声明。苹果称，富士康郑州工厂目前的产能大幅降低，iPhone 14  ​  展开全文c                "
0,TODO普拉斯,1008428475?,"
                    #苹果发表郑州富士康工厂声明#这次对iPhone的产能影响还是挺大的，好多地方的iPhone 14 Pro市场报价都已经从破发涨到原价了，侧面说明了苹果找备胎印度去组装目前也不行啊，但比起影响iPhone的产能和价格，我觉得还是工人们的安全更重要。 ​                "
0,小乙MAX,6286946957?,"
                    #苹果发表郑州富士康工厂声明#iPhone14 Pro和Pro Max产能下降，出货低于预期，将等待更长时间。如果因为疫情长期这样供应链不稳定，苹果和富士康有没有可能把iPhone产能转移到海外？ ​                "
0,数码万事通,6421583580?,"
                    #苹果HeySiri将改为Siri#只需要说“Siri”，就可以唤醒语言助手，这又是苹果的创新，接下来的iPhone15新改变已经出来一半了。不过像我基本上不用语音助手，你们平时用得多吗？ ​                "
0,科技林嘉宇,6450940070?,"
                    #苹果HeySiri将改为Siri#苹果公司正在优化Siri体验，据了解主要方式就是将此前的“HeySiri”改为“Siri”，这个功能可以让用户更快的唤醒数字语音助手。同时，苹果正在努力将 Siri 进一步整合到第三方服务和应用程序中，为用户提供更多的语境和帮助。#iPhone14中美之外全球涨价# ​                "
0,招财猫的小铃铛铛铛,5755135084?,"
                    #iPhone14中美之外全球涨价#涨不涨价我也不会买这不是我这个失业人该关心的事 ​                "
0,木裼,2997095957?,"
                    真的忍不住吐糟苹果14pro原相机的对焦都巨慢甚至无法自动对焦看个微博都能卡着不动这真的是我换过最最最垃圾的一代了&#xe627;iPhone14Pro ​                "
0,Cara畅畅,1781038603?,"
                    &#xe627;iPhone14Pro    23的1tb暗夜紫啥时候能发 ​                "
0,数码盖饭,5626998265?,"
                    发布了头条文章：《iPhone卡贴机现阶段不能黑解，请相关从业人员不要再散布假消息了》  OiPhone卡贴机现阶段不能黑解，请相关从业人员不要再散布假消息了 ​                "
0,渔村芯秀,1773353195?,"
                    #iPhone14中美之外全球涨价#主要还是产出减少了，郑州FSK影响了生产，出勤不高于60%，可想而知11月产出会减少多少另外，美元不断加息，强势收割的情况下，涨价也是必然，双重影响，趁机多涨点！ ​                "
0,寻梦919,5323185815?,"
                    #iPhone14中美之外全球涨价#我朋友建议1个w起步，反正，，，是吧 ​                "
0,迷你可爱哥,6347229778?,"
                    #iPhone14中美之外全球涨价#如果是真的挺好，希望不要有套路。 ​                "
0,知未科技,6890756658?,"
                    #苹果HeySiri将改为Siri# “史诗级更新”是吧？其实，在公众场合说“Hey Siri”确实有点尬，主要这个“Hey”不太符合我们的日常用语习惯。如果能把“Siri”背后的识别功能做好，减少误判，算是一次合适的微调。 ​                "
0,xiaokubao-,3829496482?,"
                    卤蛋粉霜真的好好用呀！！！！！除了瓶口取粉反人类之外 几乎没有缺点iPhone前置怼脸拍 感觉就是妈生好皮 ​                "
0,高福亚,5580137226?,"
                    #iPhone14Pro收货需要等待更长时间#幸亏首发当天入手，舒服 ​                "
0,数码奶酪,6850610375?,"
                    别的不说，单是mate50p这信号，甩开iPhone14p几条街！同一地方（地下室电梯）苹果5G/4G无网络，华为虽然是4G，手机信号至少有2格。而且鸿蒙3.0 很丝滑，反应超快不用等一两秒卡顿，苹果iOS用久了还有点反应不过来。至于续航方面，中规中矩吧，看后续优化。#花式种草季##亿点曝光计划# ​                "
0,moonwol_,7298933823?,"
                    打开iPhone前置随便一张都比图像采集好看个千百倍 ​                "
0,测评小铺,5346192785?,"
                    #iPhone14中美之外全球涨价#iPhone14和iPhone Plus渠道都跌成啥样了，还想着涨价，涨价客户更加少了话说回来，中国手机市场也是因为有华为荣耀小米OV这些品牌撑着，不然三星苹果的定价会更加为所欲为 ​                "
0,Hello海洲,3810601439?,"
                    #苹果HeySiri将改为Siri#以后不用说“嘿！Siri”了，直接说“Siri”说实话iPhone的语音助手这么多年了，感觉语音助手好鸡肋，我是只有找不到手机的时候用一用，平时根本就没有用这个功能的习惯！你有期待这个更新功能吗？ LHello海洲的微博视频 ​                "
0,O科技,5803335909?,"
                    #苹果发表郑州富士康工厂声明#郑州富士康直接影响到苹果供应iPhone 14 Pro和14 Pro Max了，出货量低于预期，用户需要等更长时间，估计优惠也会变少，大家早买早享受吧，能及时买到就还是不错的！至于郑州富士康，先渡过难关，然后再谈复工复产的事… ​                "
0,锋潮科技,1796445350?,"
                    据悉，原因是受到汇率的影响，全球多个版本的iPhone 14系列涨价。#iPhone14中美之外全球涨价#。国行以及美版的iPhone 14系列价格则暂时维持不变。不过此前旧款的iPad国行价格，倒是因为汇率原因涨了：-iPad Air 5，4399变4799，涨了400-iPad mini 6，3799变3999，涨了200-iPad 9，2499变2 ​  展开全文c                "
0,Fittosail,3314175393?,"
                    在散步突然发现道岔里有根小树枝…话说iPhone拍微距啥时候这么牛了 ​                "
0,柠檬王同学,6338035881?,"
                    很多小伙伴可能发现官网iPhone的发货时间又晚了，主要原因就是郑州富士康工厂的疫情苹果宣称第一个关心的是工人的生命安全和健康，而不是产能，但是从网上传的消息来看苹果一直要求富士康的工作率达到一个数值想要成为人们心中一个兼顾利润与社会效益的公司，光嘴上说说可是不行的 ​  展开全文c                "
0,FiNE·壁纸,5635099280?,"
                    这个挺不错前后我裁剪一下发&#xe627;iphone锁屏壁纸 ​                "
0,轲冰冰2023轲冰姐,1030001187?,"
                    那就不要乱盯人家的iPhone，尤其是作批➕的社交号。 ​                "
0,瓊瓊睡不醒Zz,3411981622?,"
                    iphone14pm拍后成像过于清晰大可不必就像拍的时候我看见那样多好（图1） 2天津 ​                "
0,科技宇航,6080088411?,"
                    #苹果发表郑州富士康工厂声明#富士康产能下降必然会用高额的工资吸引工人回厂，重赏之下必有勇夫，希望富士康能完善防疫措施，给工人提供足够的生活保障。还有iphone14 Pro和Max产能下降，消费者买手机要等更久了。 ​                "
0,数码奶酪,6850610375?,"
                    泥马，iPhone14pm这续航真不咋滴！大部分9成时间都是WIFI下，低亮度，有时才4个多小时就只剩30%多电量了。当初买14pm就是为了长续航，没想到还不如13pm，完全达不到预期，现在果子除了ios系统，优势所剩无几。#花式种草季##亿点曝光计划# ​                "
0,一直评,6355337405?,"
                    #iPhone14Pro将需要等待更长时间#不知道能不能让黄牛回点血 ​                "
0,listter乐,1407341150?,"
                    知乎一个问题：买完iPhone14 Pro你后悔吗？引出一对夫妻来分别回答并拿下了问题榜单前二。我总结了下他们的观点就是，抛开花钱的因素，对女生来说，iPhone12升级到iPhone14 Pro后几乎无感，而且还觉得有点卡。你认同吗？ ​                "
0,昇昇手机连锁徐晓晗,5487346144?,"
                    #买手机找徐晓晗#&#xe627;iPhone iPhone14今日实销 2盘锦·大商城市广场 ​                "
0,智明_Ming,1736842437?,"
                    苹果发表声明，因为受到疫情的影响，郑州富士康的iPhone 14 Pro以及iPhone 14 Pro Max产能下降。用户将需要等待更长时间，才能收到Pro系列机型。在苹果发声明前，昨晚连夜下了张iPhone 14 Pro Max的订单，最早11月底拿到！今天早上一再看交货时间已经去到了12月中了。#苹果发表郑州富士康工厂声明# ​                "
0,花吃君,5628095500?,"
                    #苹果HeySiri将改为Siri#这个是iPhone手机15的重大创新。卖点来了 ​                "
0,狗蛋家的小马,2176970820?,"
                    &#xe627;iPhone壁纸 早 ​                "
0,不如任性过生活·51129,7756771494?,"
                    #iPhone14中美之外全球涨价# 上一次这种瑟瑟发抖的日子是半年前每日都奔波在保住💚🐴和🐭的路上半年后，又一次轮回生活从未变得容易，只有我们变得越来越坚强 ​                "
0,乌七八糟的小胖子,2729335285?,"
                    #iPhone14Pro收货需要等待更长时间#可能15出来了才能拿到叭 ​                "
0,Hai科技,1896422851?,"
                    #苹果发表郑州富士康工厂声明#很好，iPhone需要等待更长的时间才能收到新产品。这样把时间、机会让给国产手机，国产手机现在品质真的很棒，最近一加AcePro、iQOO Neo7、红米K50系列三款手机尤其打的难解难分，推荐大家可以着重关注一下。 ​                "
0,PeterPotter,1062265991?,"
                    本人手里史上最苦命的一个iPhone：昨晚刚买了壳套上的新手机今天早上上班摔了一跤，连人带手机狠狠摔倒。人摔坏了两只膝盖和两只手掌，手机摔坏了壳和钢化膜。也幸亏贴了膜，不然摔坏的就是手机屏了。 ​                "
0,FiNE·壁纸,5635099280?,"
                    早&#xe627;iphone锁屏壁纸 ​                "
0,宅家里的木同学,5206579517?,"
                    #iPhone14中美之外全球涨价#iPhone14国内价格一直在跌,国外除了美都在因为汇率而涨价 ​                "
0,可可西里Nuyoah,5590157299?,"
                    &#xe627;iPhone14 真的服了啊 不会真的延迟发货吧 ​                "
0,枫壁纸,7466779708?,"
                    平板壁纸&#xe627;iPhone手机壁纸集 无压缩高清原图，评论区网盘下载 ​                "
0,M_喵小彤,5623080848?,"
                    #iPhone14中美之外全球涨价#在中国只能搞促销，国产手机发展的太快了，国内可选的手机品牌也太多了，只有这样才不会被割韭菜 ​                "
0,猫咪益菌多,6531391495?,"
                    #iPhone14中美之外全球涨价#妈的 好烦看到这些消息 脑子里只有一行大字“这都不是我们月薪三千该操心的事” ​                "
0,大肥皂,2281454430?,"
                    #苹果发表郑州富士康工厂声明# 苹果终于发声明了，大概意思就是iPhone 14系列确实产能上受到了影响，不过要优先确保工人们的安全和健康。苹果这个声明客观来说还是很正面了，在产能面前选择了安全。现在甲方态度明确了，富士康应该要做好最正确的解决方案才对。 ​                "
0,杰仔评测,7412034732?,"
                    紫色的iPhone14pro和mate50pro紫色素皮版放在一起，大家会选择谁：1.iPhone14pro紫色（预测起售价8799）2.mate50pro紫色素皮版（预测起售价6799）给我来选的话大概率是支持华为了，毕竟苹果这万年不变的外观布局属实也看得有点腻了。而且新的感叹号挖孔屏估计不会比华为的药丸屏好看多少，如果mat ​  展开全文c                "
0,千亦学姐,1379095602?,"
                    iPhone 14中美之外全球涨价官方回应与汇率波动有关，现在正好遇到我们双十一促销再涨价的话，消费者应该不会买吧 ​                "
0,智玩TOP,1833535585?,"
                    #苹果发表郑州富士康工厂声明# 苹果称：“……我们”将供应链工人的健康和安全放在首位……我们现在预计iPhone 14 Pro和iPhone 14 Pro Max的出货量将低于我们之前的预期，顾客将需要等待更长的时间才能收到新产品。”点个赞，人的健康和安全才是最重要的 ​                "
0,同花顺,1776830283?,"
                    【苹果预计iPhone 14 Pro和iPhone 14 Pro Max出货量将低于此前预期】苹果公司发布声明称，公司预计iPhone 14 Pro和iPhone 14 Pro Max的出货量将低于此前预期，并且客户将经历更长的等待时间才能收到他们的新产品。公司正与供应商密切合作，以恢复正常的生产水平。#iPhone14中美之外全球涨价# ​  展开全文c                "
0,wanderer866,1054786843?,"
                    【苹果最新声明：手机代工工厂产能大幅降低 将工人健康放在首位】iPhone 14 Pro和iPhone 14 Pro Max的出货量将低于预期。O苹果最新声明：手机代工工厂产能大幅降低 将工人健康放在首位 ​                "
0,猫虎美图,3579945855?,"
                    iPhone14灵动岛壁纸，又好笑又好玩喜欢点点右下角哈 ​                "
0,同花顺,1776830283?,"
                    【富士康称尽快恢复郑州工厂全面生产，下调第四季度业绩预期】据凤凰网科技，苹果最大iPhone代工商富士康周一表示，该公司正在努力尽快恢复郑州工厂的全面生产，并下调了第四季度业绩预期。与此同时，富士康下调了第四季度业绩展望。此前，富士康对于第四季度业绩的指导预期为“谨慎乐观”。现在，富士 ​  展开全文c                "
0,铭科技,3661255502?,"
                    #iPhone14中美之外全球涨价#降价我都不买更别说涨价了。部分地区涨价是必然，降价也是必然。 ​                "
0,刘小敏Ael,2858480283?,"
                    #iPhone14中美之外全球涨价# 兄弟姐妹们 我想问一下 为什么我更新的新版本 充电怎么那么慢啊 ​                "
0,帅帅帅_龙,5345558524?,"
                    &#xe627;闲置 出一个自用128GB的iPhone，成色非常新，电池85，屏幕无坏点，摄像头正常。 2深圳·玉律广场 ​                "
0,热点科技,1931093993?,"
                    #iPhone14中美之外全球涨价# iPhone 14 系列涨价的原因主要还是美元太强势……大家双十一买 iPhone 14 系列了吗？ ​                "
0,我爱鹤城,1836572872?,"
                    #iPhone14中美之外全球涨价#从来没有用过苹果手机📱苹果系统苹果🍎任何产品。 ​                "
0,大老客大大,1915878710?,"
                    经过多年高速发展之后，智能手机行业今年遇到了严峻考验，5G也很难再带动大规模增长，不仅安卓厂商今年出货量下滑严重，苹果也同样承压——前段时间各种热销只是iPhone 14系列新品上市的福利期。手机处理器厂商发布的财报也可见一斑，前几天高通发布的财报显示，接下来的Q4季度中CDMA技术部门库存严 ​  展开全文c                "
0,卢旭宁,39297060?,"
                    据媒体说，苹果预计iPhone 14 Pro和iPhone 14 Pro Max出货量将下降，交付等待时间将延长。正在与供应商密切合作，以恢复正常。 ​                "
0,ARIAN咻咻咻RINCO1111,3794846843?,"
                    啊啊啊啊啊啊这破手机越用越拱火，饥肠辘辘想点个肯德基早餐，小程序不是白屏就是闪退，2分钟就能解决的事儿半小时了也没点成，妈的直接气饱。来自iPhone7，32g，第七个年头的破手机 ​                "
0,大老客大大,1915878710?,"
                    在数个版本的更迭之后，iOS 16的稳定性已经有了相当明显的提升，但仍有部分用户遇到了新的Bug。近日，有部分iPhone用户反馈称，自己的手机在更新iOS 16后，出现了Face ID无法正常工作的问题。根据用户描述，他们的iPhone在更新iOS 16后，使用Face ID会提示“Face ID不可用，请稍后尝试设置Face ID ​  展开全文c                "
0,人类的悲喜并不相通bot__,7728326008?,"
                    有iPhone换过非官方电池的友友吗 有无推荐？如果自己买了电池去手机店换靠谱吗 ​                "
0,机海风云,2435407712?,"
                    #苹果发表郑州富士康工厂声明#富士康在郑州有三大园区，规模最大的就是航空港区了，iPhone 14 Pro和iPhone 14 Pro Max主要就是在这里生产的，iPhone订单完成率决定了富士康的业绩，也影响着郑州的GDP，更关乎着郭台铭的长久大计苹果是顶级的商业公司，商业思维决定商业效率，苹果的价值观就是，订单 ​  展开全文c                "
0,吾生唯好书与酒xy,6706732046?,"
                    #iPhone14中美之外全球涨价#按照喷联想在美国便宜是卖国的逻辑，苹果在中国便宜是苹果公司卖国，建议FBI审判库克等高管 ​                "
0,一样走到终点,3159893944?,"
                    #苹果发表郑州富士康工厂声明# 有华为、小米等高质量、价格低的手机，我们中国人不急。#iPhone14Pro收货需要等待更长时间##富士康称尽快恢复郑州工厂全面生产# ​                "
0,证券市场红周刊,1648948823?,"
                    【苹果手机15年的演变史】消息称，受汇率波动影响，#iPhone14中美之外全球涨价# 。L科技触角的微博视频 ​                "
0,刹那数码,5143897135?,"
                    iPhone用户来分享一下自己用的充电头！ ​                "
0,小五花Sylvia,5344782039?,"
                    &#xe627;iPhone14Pro 大家手机拍视频20分钟左右会发烫吗？ ​                "
0,数码大队长,7551484618?,"
                    iPhone📱hello主题壁纸早～#手机壁纸#&#xe627;iPhone潮流壁纸 ​                "
