评论id,发布时间,用户id,昵称,性别,城市,点赞数,回复数,评论内容
4719764255017874,Wed Dec 29 15:29:10 +0800 2021,6820443369,全糖且加冰_,m,广东,0,0,咕咕
4719762271374751,Wed Dec 29 15:21:17 +0800 2021,7561522321,溺于陈诺,m,重庆,0,0,好
4719761592944540,Wed Dec 29 15:18:35 +0800 2021,3181609770,宁愿失恋不想失礼,m,北京 海淀区,0,0,老婆下午好
4719758983826517,Wed Dec 29 15:08:13 +0800 2021,7510706177,冷月-zhh,m,其他,1,0,冰冰
4719758031978684,Wed Dec 29 15:04:25 +0800 2021,3884759792,蓝调Gloaming,m,重庆 沙坪坝区,0,0,隔着屏幕感觉到调音师颤抖的手
4719711566955600,Wed Dec 29 11:59:47 +0800 2021,1646006200,小象叫春旺,f,其他,0,0,挺好听的，要自信
4719700401719457,Wed Dec 29 11:15:26 +0800 2021,2774156373,吃卤煮的喵酱,m,福建 厦门,0,0,调音师可以评世界级。
4719700196197464,Wed Dec 29 11:14:37 +0800 2021,6334762189,Hulk2022,m,北京,0,0,每日一遍，表示想念。
4719688812857309,Wed Dec 29 10:29:23 +0800 2021,3032157204,救火队员小黄人,m,四川,0,0,爱你哟
4719684765356240,Wed Dec 29 10:13:18 +0800 2021,6506426116,在世界旅行的九亿少女梦,m,福建 福州,0,0,老婆老婆老婆
4719683939337606,Wed Dec 29 10:10:01 +0800 2021,5682245720,浩哥是个天才,m,其他,0,0,大头大头，下雨不愁，人家有伞，我有大头。
4719681040550877,Wed Dec 29 09:58:30 +0800 2021,1792760543,阡陌工作室v,m,江苏 无锡,0,0,爷青结今年你没有去采访查干湖的胖头鱼
4719672647486777,Wed Dec 29 09:25:09 +0800 2021,5178618224,江上有人家,m,湖北 武汉,1,0,冰冰到查干湖了吗！
4719668491978495,Wed Dec 29 09:08:38 +0800 2021,7569027053,招财小福牛,m,广东 深圳,0,0,查干湖头鱼2999999元了，老婆看着办
4719622107169279,Wed Dec 29 06:04:19 +0800 2021,6079746534,种花家LY,m,其他,0,0,
4719622068110185,Wed Dec 29 06:04:10 +0800 2021,6079746534,种花家LY,m,其他,0,0,能
4719535171831712,Wed Dec 29 00:18:52 +0800 2021,2703969574,Because-_-0_0,f,安徽 合肥,0,0,好听好听！！！
4719499297427120,Tue Dec 28 21:56:19 +0800 2021,1245626193,秦放的太姑奶奶,f,天津,0,0,嗷呜～
4719498664087021,Tue Dec 28 21:53:48 +0800 2021,1820168881,旻昊188,m,其他,0,0,哥的冰冰[2021]真心🉑️爱 
4719483367457021,Tue Dec 28 20:53:00 +0800 2021,7622319183,wbbLG,m,安徽,0,0,啊对对对
4719482473545746,Tue Dec 28 20:49:27 +0800 2021,7396042443,呆萌可爱Killa酱,m,陕西 西安,1,0,百万调音师
4719477679456768,Tue Dec 28 20:30:24 +0800 2021,7169708637,简单的鸡蛋卷,f,北京,0,0,是了感觉得到
4719469760613767,Tue Dec 28 19:58:57 +0800 2021,7018342594,小香猪吃奶酪,m,其他,0,5,难听
4719454304864839,Tue Dec 28 18:57:32 +0800 2021,5530848679,爱笑的炎炎Crystal,f,河北,0,0,冰冰今年还去查干湖冬捕吗 我家在查干湖不远的地方  想去康康冰冰
4719453441100277,Tue Dec 28 18:54:06 +0800 2021,7646405178,菠萝苏打味的果冻,f,其他,0,0,有啦有啦
4719452829257482,Tue Dec 28 18:51:40 +0800 2021,2674818923,要上岸的酒窝,f,陕西,0,0,冰冰最美啦
4719449846319774,Tue Dec 28 18:39:49 +0800 2021,2814119841,查干湖_的胖头鱼,m,山东,0,0,查干湖冬捕开始了
4719449640536230,Tue Dec 28 18:39:00 +0800 2021,6150871840,家有禾苗12,m,其他,1,0,听到了听到了，我心向远方，追逐你的身影
4719440040296563,Tue Dec 28 18:00:50 +0800 2021,5863997976,赤道往北29度-,m,其他,0,0,
4719420376615271,Tue Dec 28 16:42:43 +0800 2021,6797822406,基于HB的破坏,m,安徽 安庆,0,0,你胖了
4719412630521184,Tue Dec 28 16:11:56 +0800 2021,6639973393,超科技图书管理员,m,其他,0,0,听不到
4719412298908115,Tue Dec 28 16:10:37 +0800 2021,3096620795,细煒Abner,m,广东 广州,0,0,求回关
4719402727246050,Tue Dec 28 15:32:35 +0800 2021,3861412954,finalrole,m,江西 吉安,0,0,嗯，感受到了，快溢出屏幕的大头。
4719400005668857,Tue Dec 28 15:21:46 +0800 2021,3032157204,救火队员小黄人,m,四川,0,0,你这是彻底的忘记了B站密码吗
4719397820432830,Tue Dec 28 15:13:04 +0800 2021,5661242834,比气球还飘,m,山东 济南,0,0,
4719381507998608,Tue Dec 28 14:08:16 +0800 2021,7282497787,冰纷彩豆201908,m,其他,0,0,
4719367696944144,Tue Dec 28 13:13:23 +0800 2021,7689795975,张三0203,f,湖南 长沙,0,0,对对对，你说得都对，蝴蝶结雀食很好看，特别衬你哎，还怪显年轻的，一点儿也看不出三十好几的样子
4719363506046724,Tue Dec 28 12:56:44 +0800 2021,5694603253,kid宝宝宝贝,m,河北 邯郸,0,0,心是冰冰
4719361364068236,Tue Dec 28 12:48:13 +0800 2021,5586736118,凉白开来两杯,m,广西,0,0,盛世美颜
4719360272502904,Tue Dec 28 12:43:53 +0800 2021,2818788220,APR上海-康周汽车性能中心,m,上海,0,0,何止呢
4719358952341679,Tue Dec 28 12:38:37 +0800 2021,5646458305,我筑山川明月,m,其他,0,0,在冰面一天也没等到冰冰
4719353372607437,Tue Dec 28 12:16:27 +0800 2021,5938276397,optate,m,江苏 盐城,0,0,查干湖公主不在查干湖活捉？
4719351771432113,Tue Dec 28 12:10:06 +0800 2021,6264501210,数羊梦天,m,山西,0,0,查干湖开始捕鱼了，赶紧去
4719345609737807,Tue Dec 28 11:45:36 +0800 2021,5864138681,等下一次见啊,f,山东 滨州,0,0,老婆
4719344322085641,Tue Dec 28 11:40:29 +0800 2021,7616761150,神马是海南高速,f,海南,0,0,
4719338605252483,Tue Dec 28 11:17:47 +0800 2021,6395912749,崔耀小哥哥,m,山东 枣庄,0,0,隔着屏幕都能听见鸽子的声音
4719332720380982,Tue Dec 28 10:54:24 +0800 2021,1901083514,ttak7877,m,浙江 杭州,0,0,好看
4719321458671831,Tue Dec 28 10:09:38 +0800 2021,5724284607,Angel西千君,m,江苏 苏州,0,0,不是
4719314336745922,Tue Dec 28 09:41:21 +0800 2021,7453889571,今夜關山月滿2007,m,其他,0,0,我的我的
4719308972754071,Tue Dec 28 09:20:02 +0800 2021,2170637362,梦想家王Min,m,湖南 株洲,0,0,我的心今日好冷好冰
4719307290315645,Tue Dec 28 09:13:21 +0800 2021,7511253551,艾王冰冰,m,其他,0,0,臭宝
4719306384084203,Tue Dec 28 09:09:45 +0800 2021,5987949511,一些零碎的岛,m,河南 郑州,0,0,隔着屏幕都能感受到的大头特效
4719297853916304,Tue Dec 28 08:35:51 +0800 2021,3166447501,呀土豆地,m,其他,0,0,666
4719288587911244,Tue Dec 28 07:59:01 +0800 2021,5405098770,Shaun_xzK,m,海外,0,0,那倒也没有
4719285332870821,Tue Dec 28 07:46:06 +0800 2021,1421187044,香草美人屈正则,m,其他,0,0,没有，只感觉到娃娃音。
4719245202292842,Tue Dec 28 05:06:38 +0800 2021,3289531073,响静静的响,m,其他,0,0,我的心是冰冰的
4719227406385451,Tue Dec 28 03:55:55 +0800 2021,2177498644,Golgaryao,m,北京 朝阳区,0,0,没错没错！
4719219318456852,Tue Dec 28 03:23:47 +0800 2021,5718486146,TFBOYS-王俊凯的雯雯宝贝,f,其他,1,0,小姐姐唱的好好听哦～期待下一次合作，比心
4719191469588734,Tue Dec 28 01:33:07 +0800 2021,2205815917,周亨海,m,湖北,1,0,捧臭脚
4719178398827482,Tue Dec 28 00:41:11 +0800 2021,5808267316,珊珊不胖一点也不,f,其他,0,0,老婆！我绿码！嘴一个！
4719175551419817,Tue Dec 28 00:29:52 +0800 2021,7730760513,再看就冰冻住你,m,其他,1,0,听了听了，就是最近天气有点冷，哪里都是冰
4719173929012023,Tue Dec 28 00:23:25 +0800 2021,7403752288,修改昵称点我名字,f,其他,0,0,杀生啊家人
4719163954956995,Mon Dec 27 23:43:47 +0800 2021,6337393388,国旗国企过气过期,m,山东 济宁,0,0,
4719155557436997,Mon Dec 27 23:10:25 +0800 2021,7723098605,一只小欢瓜,f,湖北,0,0,冰冰
4719150318225315,Mon Dec 27 22:49:36 +0800 2021,5362890192,一只小胖蟹吖,f,其他,0,0,老婆爱了
4719143687029100,Mon Dec 27 22:23:14 +0800 2021,6351075547,王蓝桉呀,f,福建,0,0,好听哦
4719141427352961,Mon Dec 27 22:14:16 +0800 2021,6395797038,爱吃喵酱的花椒ing,m,其他,0,0,
4719139988178524,Mon Dec 27 22:08:33 +0800 2021,7360381251,来杯丞汁可不可以,f,其他,0,0,唱得不错....
4719134643848591,Mon Dec 27 21:47:19 +0800 2021,1881818852,有天可相聚,m,广东,0,0,铁粉
4719132370800896,Mon Dec 27 21:38:17 +0800 2021,1767271060,方小32,m,安徽 合肥,0,0,老婆说的对
4719132195425057,Mon Dec 27 21:37:35 +0800 2021,2284348407,Sadness·x,f,海外,0,0,我可太喜欢你了
4719132023457721,Mon Dec 27 21:36:54 +0800 2021,6201790111,Gigi-Mamba,m,河南,0,0,
4719128613487977,Mon Dec 27 21:23:21 +0800 2021,3640021544,飄零戈野,m,山西,0,0,确实
4719127485483175,Mon Dec 27 21:18:52 +0800 2021,3814772427,洛阳呆子,m,河南 洛阳,0,0,漂亮
4719127296213896,Mon Dec 27 21:18:06 +0800 2021,5616980198,M_herrerae,m,河北 秦皇岛,0,0,来，唱现场
4719125647065894,Mon Dec 27 21:11:33 +0800 2021,5857798072,笑春风16435,f,其他,2,0,原来是和小凯一起唱 好看 好听
4719123777193283,Mon Dec 27 21:04:08 +0800 2021,7581591506,Star-CCF,f,广西,0,0,冰冰，我要开始羡慕你了！你都能和凯凯同框
4719120890728087,Mon Dec 27 20:52:40 +0800 2021,7155720969,只想好好学习-,m,其他,0,0,还有美丽暴击
4719120618097404,Mon Dec 27 20:51:35 +0800 2021,2474602197,三胖爱听Jay,m,江苏 无锡,0,0,头太大
4719117481281417,Mon Dec 27 20:39:07 +0800 2021,6711900004,恋凯主义者-,f,其他,0,0,姐姐好美
4719116906400789,Mon Dec 27 20:36:50 +0800 2021,6533808984,吃冰皮月饼的喵酱,f,其他,0,0,秒啊
4719113970649449,Mon Dec 27 20:25:10 +0800 2021,7676676413,等我来来搜个题,m,江西,0,0,哇哇哇好可爱的蝴蝶结
4719111353928861,Mon Dec 27 20:14:46 +0800 2021,1820205471,公孙牧羊,m,吉林,0,0,老婆好
4719102628725221,Mon Dec 27 19:40:05 +0800 2021,6888275761,地獄笑話db,f,浙江,0,0,早上好
4719097479430716,Mon Dec 27 19:19:37 +0800 2021,7129526645,慵懒的南二环王子,m,其他,0,0,好看啊啊啊啊～
4719090046600606,Mon Dec 27 18:50:06 +0800 2021,7454432922,-不知名靓仔-,m,山东 淄博,0,0,你可真会夸自己
4719088566272688,Mon Dec 27 18:44:12 +0800 2021,3630983590,不三Mandy,f,北京,0,0,天籁之音听到了哦#王冰冰王俊凯合唱向远方# 2022，加油！
4719086942028834,Mon Dec 27 18:37:45 +0800 2021,7365536641,孟云轩99,m,其他,0,0,，
4719083074881997,Mon Dec 27 18:22:24 +0800 2021,2522028623,hoheyh0,m,安徽 合肥,0,0,怪不得最近回家天天都在练，搞得我跟孩子都睡不好觉
4719082257253832,Mon Dec 27 18:19:09 +0800 2021,7344846039,龍辰沐,m,其他,0,0,唱得不错下次别唱了
4719080676527925,Mon Dec 27 18:12:52 +0800 2021,3630983590,不三Mandy,f,北京,0,0,天籁之音听到了哦#王冰冰王俊凯合唱远方# 
4719069775267381,Mon Dec 27 17:29:33 +0800 2021,2359843673,我是Ivy啊,f,四川 南充,0,0,老婆
4719066788399390,Mon Dec 27 17:17:41 +0800 2021,6623726721,Tearslk,f,其他,0,0,姐姐问问见到我家凯子是什么感觉？
4719066206177647,Mon Dec 27 17:15:22 +0800 2021,7346828858,不看断桥不改名,f,江西 九江,0,0,梦幻联动啊
4719057822025596,Mon Dec 27 16:42:03 +0800 2021,7404779700,忘记烤土豆了921,f,山东,0,0,姐姐太甜太美啦
4719056554559769,Mon Dec 27 16:37:01 +0800 2021,5885460605,幼稚园的蓝色星球,f,其他,0,0,我老公和我老婆同框了
4719054134183521,Mon Dec 27 16:27:24 +0800 2021,5852178155,柠檬京-,f,河北 廊坊,0,0,原来姐姐这么早就剧透了
4719052130093742,Mon Dec 27 16:19:26 +0800 2021,1780464561,天边没有棉花糖,m,辽宁,0,0,百万调音师系列
4719050162703357,Mon Dec 27 16:11:37 +0800 2021,5859351946,吾皇万万不瞌睡,m,湖北 十堰,0,0,冰冰
4719041330021571,Mon Dec 27 15:36:31 +0800 2021,5093122985,isssshjh,m,广东,0,0,@excusethemessimade 我老婆
4719041199212004,Mon Dec 27 15:36:00 +0800 2021,3032157204,救火队员小黄人,m,四川,0,0,打卡
4719037403369700,Mon Dec 27 15:20:55 +0800 2021,2009154961,今年瘦-10斤,m,海南,0,0,怎么合作
4719035135298362,Mon Dec 27 15:11:54 +0800 2021,3186984297,啊苗哇,f,广东 广州,0,0,
4719024175056367,Mon Dec 27 14:28:21 +0800 2021,2685665642,玉米小书童,m,福建 福州,0,0,世人皆道冰冰美，歌喉胜似天籁音。朱唇皓腕轻纱柔，疑似仙子入凡尘。
4719024087237960,Mon Dec 27 14:27:59 +0800 2021,6537804563,蓝色星球的蟹老板,f,重庆 南岸区,1,0,真是梦幻联动
4719020110513701,Mon Dec 27 14:12:12 +0800 2021,3684326935,腹肌警告,f,广东 广州,1,1,⬅️女同学的色舞表演
4719019595399702,Mon Dec 27 14:10:08 +0800 2021,7558368872,a凯雯七,f,广西,0,0,哇撒 居然和帅哥王俊凯录了歌
4719016856259090,Mon Dec 27 13:59:16 +0800 2021,7192067819,淳朴的大hui狼,f,新疆 伊犁,0,0,真的很美
4719016838695250,Mon Dec 27 13:59:12 +0800 2021,7429912499,Sun万事胜意,f,其他,0,0,《向远方》我循环了一中午！！！
4719016532247525,Mon Dec 27 13:57:59 +0800 2021,7435393990,点到Karry全场为止,f,重庆,1,0,是滴是滴，冰冰小姐姐
4719016083456747,Mon Dec 27 13:56:11 +0800 2021,6028275217,有的梦只限定在夏夜,f,辽宁,0,0,原来是跟凯凯唱
4719012044606705,Mon Dec 27 13:40:09 +0800 2021,6247166710,吃冰冰的雪夜,m,湖北,0,0,冰冰是忘了b站密码了吗
4719010837692473,Mon Dec 27 13:35:20 +0800 2021,7228915928,奶啵味的添福宝,f,其他,0,0,女朋友女朋友好美
4719009452787328,Mon Dec 27 13:29:51 +0800 2021,5539107165,喜欢小鲜肉的小婷婷,f,广西 柳州,0,0,原来是跟王俊凯，双王组合合唱的一天呀
4719007595496857,Mon Dec 27 13:22:28 +0800 2021,5257930161,辰砂q,f,贵州 安顺,0,0,老婆 爱你
4719003161593200,Mon Dec 27 13:04:51 +0800 2021,1980408812,满east,m,上海 徐汇区,0,0,唱得真好，下次不要再唱了哦
4719002969178315,Mon Dec 27 13:04:04 +0800 2021,6336617671,彭锐是个女孩子,f,湖北 武汉,0,0,慕了
4719002569935199,Mon Dec 27 13:02:30 +0800 2021,2343913563,哇天空好蓝哦,f,其他,0,0,我宝贝真美
4719002038047198,Mon Dec 27 13:00:23 +0800 2021,1106847203,西流啊,m,上海,0,0,听你一首歌，如听一首歌
4719001843798424,Mon Dec 27 12:59:37 +0800 2021,5874089403,今天你呼唤流星了吗,f,四川,0,0,听到了
4719001517164283,Mon Dec 27 12:58:19 +0800 2021,7029917665,凯言沫语,f,广东,0,0,是了
4719001412044291,Mon Dec 27 12:57:53 +0800 2021,7651407859,刘进添,m,福建,0,0,好听
评论id,发布时间,用户id,昵称,性别,城市,点赞数,回复数,评论内容
4717939700274053,Fri Dec 24 14:39:02 +0800 2021,6033692533,歌仙-刘三姐,m,其他,4223,89,王冰冰这个名字可真难写，倒不是笔画繁琐，只是写的时候要蘸上四分黄昏，三分月色，两分微醺，还有一分她的可爱​
4717939675366012,Fri Dec 24 14:38:55 +0800 2021,6121778251,2817谦,m,陕西,944,112,老婆老婆老婆
4717940220102437,Fri Dec 24 14:41:06 +0800 2021,1938855862,番茄才不吃tomato,f,湖北,652,21,看来我们要众筹给调音师了，你说是吧冰酱
4717940057047758,Fri Dec 24 14:40:26 +0800 2021,5350027158,每晚的星星都陪着开心的奶淇琳,m,河南 郑州,574,25,已经单曲循环一天了 
4717942853603148,Fri Dec 24 14:51:34 +0800 2021,7485416251,永远捍卫者,m,广东 深圳,438,21,听冰一首歌，如听一首歌 
4717939805391910,Fri Dec 24 14:39:27 +0800 2021,7678573432,陶陶闲人尽天真,m,其他,317,17,什么时候更新b站啊王鸽鸽
4717944213343303,Fri Dec 24 14:56:58 +0800 2021,1868795747,吃地二鲜的喵酱,f,其他,282,16,调音师靠你升主任了吧 
4717941264747417,Fri Dec 24 14:45:15 +0800 2021,6122499110,梓-_-,m,江苏,183,38,冰冰，明天要考研了，我直接裸考进考场，你能祝福我吗
4717942414247295,Fri Dec 24 14:49:48 +0800 2021,5633535734,润润子露,m,广东,178,8,唱的不错，下一次别唱了 
4717941846971139,Fri Dec 24 14:47:34 +0800 2021,6477656408,_秋水日潺湲,m,其他,155,1,谢谢，照片很动听，声音很好看
4717941465812279,Fri Dec 24 14:46:03 +0800 2021,2052574237,是我章鱼辣椒,m,天津 南开区,49,1,图片评论 
4717942510193694,Fri Dec 24 14:50:12 +0800 2021,7485416251,永远捍卫者,m,广东 深圳,50,6,所以王姐这是要展示海豚音吗 
4717941499628294,Fri Dec 24 14:46:11 +0800 2021,6477656408,_秋水日潺湲,m,其他,47,4,调音师年薪有了
4717944615473246,Fri Dec 24 14:58:34 +0800 2021,7485416251,永远捍卫者,m,广东 深圳,52,8,这个喵酱，什么时候才能学会自己修高清图，总是需要我们帮她调 
4717974587968608,Fri Dec 24 16:57:40 +0800 2021,5790531279,相生栗子,m,海南,22,3,是是是是是是是是是是是是是是是是是是是是是是是是是是是是是 
4717940378698121,Fri Dec 24 14:41:43 +0800 2021,5465371009,Mzyndk64157,f,其他,16,2,平平平平安安安安夜夜夜夜快快快快乐乐乐乐冰冰冰冰你你你你给给给给我我我我讲讲讲讲个个个个笑笑笑笑话话话话呗呗呗呗
4717939670912777,Fri Dec 24 14:38:55 +0800 2021,7409050998,某初七,f,湖北,14,1,老婆老婆 天籁之音
4717942136639052,Fri Dec 24 14:48:43 +0800 2021,3185468330,一步腾灰,m,江苏 镇江,20,1,隔着屏幕都听到了调音师挠头到秃的声音和叹息
4717939758468662,Fri Dec 24 14:39:16 +0800 2021,5705731040,你怎么还在坑里,f,其他,12,1,老婆你说啥就是啥
4717939767119210,Fri Dec 24 14:39:18 +0800 2021,3720444755,小王小王别活成了龙王,m,浙江 杭州,17,0,唱的很好，下次别唱了
4717939625034631,Fri Dec 24 14:38:43 +0800 2021,5641572691,早点岁,f,浙江,13,1,我给我耳朵买保险了
4717941314815501,Fri Dec 24 14:45:27 +0800 2021,5182849488,Mr-alien-dudu,m,陕西 西安,11,4,听说头大的唱歌都好听
4717940643204494,Fri Dec 24 14:42:47 +0800 2021,5353050845,小孤本狗崽,f,山东,7,1,你。。你要这么说的话。。那我也可以勉强摘下耳机
4717939855461309,Fri Dec 24 14:39:39 +0800 2021,7137440087,窗外太阳很大,m,其他,9,0,我说刚才耳边谁在唱歌呢原来是喵酱
4717941112703819,Fri Dec 24 14:44:39 +0800 2021,6477656408,_秋水日潺湲,m,其他,7,1,唱得很好，下次还要唱
4717951955240493,Fri Dec 24 15:27:44 +0800 2021,2719690694,吃花蜜的喵酱,m,其他,7,13,好听好听
4717940852918220,Fri Dec 24 14:43:37 +0800 2021,5465371009,Mzyndk64157,f,其他,6,0,送你🍎啊冰冰 网页链接
4717941193183042,Fri Dec 24 14:44:58 +0800 2021,5993048977,AE86漂一下啊,m,其他,6,2,真好听
4717941192657680,Fri Dec 24 14:44:58 +0800 2021,5995018926,super-me腾,m,江西,7,1,不行我要看视频，不然我感觉不到
4717940370576454,Fri Dec 24 14:41:42 +0800 2021,6003811243,忠橙唯影,m,山东 济南,6,1,呜呜呜姐姐好美明天考试了能给俺加油嘛
4717952546639578,Fri Dec 24 15:30:05 +0800 2021,6557437245,醉卧长安1,m,江西,4,0,希望王冰冰姐姐一直陪我下去，真是太喜欢她了，她浑身上下都散发着迷人的气息
4717943675423497,Fri Dec 24 14:54:50 +0800 2021,6557437245,醉卧长安1,m,江西,2,0,姐姐，爱你
4717949678780442,Fri Dec 24 15:18:40 +0800 2021,6557437245,醉卧长安1,m,江西,2,0,冰冰姐真是蛾眉皓齿呀
4718285343687561,Sat Dec 25 13:32:30 +0800 2021,2672052335,种花家的黑兔砸,m,其他,0,1,隔着千山万水都能听到
4717944402348266,Fri Dec 24 14:57:43 +0800 2021,7536219259,一想到你我就好开心,f,陕西 西安,1,1,哇，是的呢，天籁之音 冰冰说啥就是啥🙊
4717943919478613,Fri Dec 24 14:55:48 +0800 2021,7203108720,浅陌淡殇chihiro,f,其他,1,1,冰冰
4717943391260515,Fri Dec 24 14:53:42 +0800 2021,5071768408,阿橙橙妹,f,吉林 长春,1,1,老婆老婆！！！！
4717942476114830,Fri Dec 24 14:50:04 +0800 2021,5465371009,Mzyndk64157,f,其他,1,1,冰冰唱歌是来拯救天下苍生的
4717941355973647,Fri Dec 24 14:45:37 +0800 2021,6324648637,甜酒酿春风_yy,f,安徽,1,1,是不是该说，唱的很好，下次不要再唱了
4717940136478963,Fri Dec 24 14:40:46 +0800 2021,2736764847,崽崽会永远开心·喜,f,海外,1,1,中间有一句唱的不太好
4717939955861281,Fri Dec 24 14:40:03 +0800 2021,3954402525,抹茶味夹心薯片,m,重庆 沙坪坝区,1,1,老婆你说得都对
4717939892947307,Fri Dec 24 14:39:48 +0800 2021,5785149442,Koitae,f,其他,1,1,老婆老婆老婆老婆老婆
4717939859130229,Fri Dec 24 14:39:40 +0800 2021,2880620770,梦想家陈轶亮,m,北京,1,1,哇，好好听哦
4717940106330115,Fri Dec 24 14:40:38 +0800 2021,5656510272,-水星逆行_,f,海外,3,0,好的老婆
4717939834489201,Fri Dec 24 14:39:34 +0800 2021,6599616375,琛小蟹,m,湖南,3,0,这两张图片也太好听了吧！
4717944510089723,Fri Dec 24 14:58:09 +0800 2021,3896873842,漓様,f,其他,4,0,姐，歌在哪听呢？
4717942790685544,Fri Dec 24 14:51:18 +0800 2021,3282756631,孤狼键,m,广东,2,1,脑袋上这个红色蝴蝶结🎀好可爱
4717942304148690,Fri Dec 24 14:49:23 +0800 2021,3282756631,孤狼键,m,广东,2,1,王姐，录歌这个总能水一期视频了吧
4717939632113723,Fri Dec 24 14:38:46 +0800 2021,5998145447,陆玖阿皮,f,河南,3,0,老婆
4717996524175849,Fri Dec 24 18:24:49 +0800 2021,6483833283,yxw_1123,m,浙江 温州,2,0,我只感觉到一只鸽子的叫声
4717963486170251,Fri Dec 24 16:13:33 +0800 2021,6990095228,公子扶苏不扶墙,f,其他,4,1,王姐，我说咱们能低调点吗？我怕又和滑雪一样，赛前信心满满，比赛时光速打脸
4717954866089441,Fri Dec 24 15:39:18 +0800 2021,7519235794,吃花椒的喵酱O,m,其他,2,2,
4717941159103201,Fri Dec 24 14:44:50 +0800 2021,5737606368,Luckyforever_Lee,m,其他,4,1,啊对对对对对
4717941046641222,Fri Dec 24 14:44:23 +0800 2021,5580137226,高福亚,m,安徽 合肥,2,1,辛苦了，调音师。
4717940501381989,Fri Dec 24 14:42:13 +0800 2021,3844400647,sym诗宇末,m,江苏 苏州,2,0,我的脑海里还回响着“有点饿啊，没关系～”
4717943994716559,Fri Dec 24 14:56:06 +0800 2021,5353050845,小孤本狗崽,f,山东,0,1,唱的很好，下次不许唱了哦
4718000394994287,Fri Dec 24 18:40:12 +0800 2021,5270000846,德德彪西,m,河南 郑州,2,0,发个视频我就说这是天籁之音不然我我就不说
4717978090211711,Fri Dec 24 17:11:35 +0800 2021,5591096246,我是浪漫自由博主-,f,天津,2,1,老婆老婆老婆
4717964887327687,Fri Dec 24 16:19:07 +0800 2021,6277295693,马铃薯种的土豆,f,湖南 株洲,2,0,是谁在唱歌，温暖了土豆
4717962831071804,Fri Dec 24 16:10:57 +0800 2021,5807249199,_Zhangyof,m,山东 威海,2,0,哦？是嘛
4717958532173184,Fri Dec 24 15:53:52 +0800 2021,1905707757,恰柠檬的喵酱,m,湖北,2,1,人家唱歌要钱，你唱歌那是要……
4717944850350965,Fri Dec 24 14:59:29 +0800 2021,5213435830,有点孩怕的喵酱,m,内蒙古,1,1,今日听君歌一曲，谪居卧病浔阳城  今日听君歌一曲，呕哑嘲哳难为听  今日听君歌一曲，杜鹃啼血猿哀鸣  今日听君歌一曲，屋漏偏逢连夜雨 今日听君歌一曲，归来倚杖自叹息  今日听君歌一曲，猿鸣三声泪沾裳  今日听君歌一曲，路上行人欲断魂 今日听君歌一曲，地崩山摧壮士死  bushi开玩笑
4717941448510159,Fri Dec 24 14:45:59 +0800 2021,5861164649,我懒羊羊回来咯,f,江苏,1,1,老婆到我枕头边上唱
4717941246921709,Fri Dec 24 14:45:11 +0800 2021,5861164649,我懒羊羊回来咯,f,江苏,1,1,干嘛  怎么一吵架就去录歌啊
4717940148277189,Fri Dec 24 14:40:49 +0800 2021,5371778069,饼干宋的脑袋困掉了,m,其他,1,1,颅登的回声
4717939804081322,Fri Dec 24 14:39:27 +0800 2021,5773689072,燃烧小狗,m,其他,1,1,老婆唱歌太好听啦！！！
4717939636570190,Fri Dec 24 14:38:47 +0800 2021,3952133642,素人圈在逃宋太太,f,浙江,2,1,老婆
4717939616385008,Fri Dec 24 14:38:42 +0800 2021,3496416764,螺旋儿想伸手触月_,f,湖北 武汉,2,0,好美哦
4717959613777639,Fri Dec 24 15:58:10 +0800 2021,5213435830,有点孩怕的喵酱,m,内蒙古,3,2,今日听君歌一曲，谪居卧病浔阳城  今日听君歌一曲，呕哑嘲哳难为听  今日听君歌一曲，杜鹃啼血猿哀鸣  今日听君歌一曲，屋漏偏逢连夜雨 今日听君歌一曲，归来倚杖自叹息  今日听君歌一曲，猿鸣三声泪沾裳  今日听君歌一曲，路上行人欲断魂 今日听君歌一曲，地崩山摧壮士死  开玩笑
4717939909463515,Fri Dec 24 14:39:52 +0800 2021,5893786598,天锁斩月123,m,河北,3,0,是的是的，是终于更新的咕咕声呢
4719135344820282,Mon Dec 27 21:50:05 +0800 2021,3896873842,漓様,f,其他,2,0,姐胡夏关注你了，快回关
4718640002238620,Sun Dec 26 13:01:47 +0800 2021,3612817945,AimeAC沃特梅伦,f,北京 朝阳区,1,0,@吃花椒的喵酱 冰冰 
4718363836941858,Sat Dec 25 18:44:24 +0800 2021,5266932712,李闊私人微博,m,吉林,2,0,冰冰你知道吗？你走了以后我跟别人玩石头剪刀布都只能出剪刀了，因为你就是我的拳布啊
4718083531080731,Sat Dec 25 00:10:34 +0800 2021,6423677038,元气小狗类人学,f,其他,1,1,可恶是让你唱歌不是让你唱我的心动
4718066208347740,Fri Dec 24 23:01:44 +0800 2021,7276892328,源味奶闻biu,m,其他,1,1,你说是就是吧
4718012290044080,Fri Dec 24 19:27:29 +0800 2021,3322241772,傲娇狐狸齐司礼-,f,海外 其他,1,0,冰冰老婆
4718008465098319,Fri Dec 24 19:12:16 +0800 2021,2970858627,一条无趣的宇宙咸鱼王,m,北京 朝阳区,1,0,古人云，鱼音绕梁，三日不绝#王冰冰[超话]#@吃花椒的喵酱
4718001792750088,Fri Dec 24 18:45:46 +0800 2021,5799382893,吴同学想睡觉_,f,福建,1,0,啊对对对
